232.77031960,245.79586372,171.44896680
232.19130671,244.61823842,169.92964493
231.61297037,243.44353388,168.41962426
231.04153453,242.26996821,166.91123477
230.47283747,241.09867150,165.40955784
229.90896260,239.92901360,163.91204175
229.34956343,238.76104998,162.41910418
228.79322506,237.59514937,160.93242749
228.24276658,236.43045106,159.44864695
227.69393032,235.26815905,157.97280350
227.15203948,234.10666546,156.49862011
226.61065933,232.94783568,155.03363444
226.07694723,231.78949371,153.56951114
225.54296394,230.63398272,152.11544149
225.01702581,229.47874699,150.66186432
224.49036704,228.32641435,149.21880336
223.97178039,227.17424816,147.77628400
223.45235093,226.02495953,146.34437087
222.94068361,224.87583268,144.91343777
222.42837540,223.72945706,143.49284760
221.92317394,222.58334980,142.07405955
221.41785624,221.43976277,140.66501544
220.91865401,220.29666370,139.25895257
220.42017348,219.15574775,137.86172626
219.92648915,218.01565469,136.46899210
219.43466797,216.87730026,135.08390674
218.94600594,215.74022051,133.70512795
218.46063999,214.60432702,132.33256073
217.97649094,213.47027767,130.96838668
217.49734807,212.33675461,129.60877126
217.01790524,211.20551763,128.25915541
216.54400801,210.07453085,126.91370202
216.07054522,208.94550766,125.57758682
215.59979217,207.81762622,124.24859842
215.13199750,206.69075577,122.92657631
214.66403320,205.56596264,121.61459355
214.20135653,204.44127100,120.30751487
213.73868407,203.31852168,119.01044252
213.27767176,202.19708899,117.72187599
212.81988696,201.07636114,116.44047825
212.36193677,199.95753923,115.16943454
211.90660995,198.83956245,113.90631983
211.45301479,197.72271731,112.65205757
210.99923271,196.60768758,111.40841656
210.54803261,195.49339459,110.17312104
210.09796718,194.38034376,108.94755240
209.64762884,193.26904150,107.73299188
209.19891630,192.15872242,106.52800276
208.75154549,191.04945451,105.33298606
208.30374458,189.94189717,104.14948551
207.85581087,188.83590581,102.97738550
207.41011607,187.73049738,101.81506934
206.96375834,186.62679517,100.66489468
206.51672081,185.52478031,99.52700666
206.06961625,184.42417425,98.40112921
205.62342023,183.32453894,97.28680227
205.17620337,182.22663842,96.18553688
204.72790627,181.13047285,95.09753682
204.27845748,180.03604766,94.02302180
203.82915140,178.94278251,92.96141979
203.37869237,177.85119847,91.91374703
202.92660422,176.76147668,90.88048000
202.47277332,175.67364493,89.86187958
202.01707435,174.58773711,88.85821690
201.55949073,173.50373958,87.86971561
201.10063398,172.42135466,86.89633723
200.63931796,171.34109257,85.93887077
200.17538292,170.26300984,84.99759817
199.70865989,169.18716898,84.07280250
199.23897139,168.11363841,83.16476578
198.76613224,167.04249224,82.27376672
198.28995041,165.97381006,81.40007837
197.81022804,164.90767666,80.54396570
197.32676244,163.84418170,79.70568327
196.83934721,162.78341932,78.88547275
196.34794032,161.72540546,78.08354097
195.85213394,160.67033787,77.30013216
195.35169399,159.61833364,76.53543357
194.84641842,158.56949716,75.78960671
194.33610685,157.52393498,75.06279036
193.82056175,156.48175526,74.35509889
193.29958947,155.44306723,73.66662070
192.77300128,154.40798065,72.99741702
192.24061431,153.37660524,72.34752078
191.70225248,152.34905018,71.71693585
191.15783845,151.32537423,71.10566865
190.60715130,150.30571568,70.51365434
190.05001007,149.29019496,69.94079930
189.48627045,148.27891551,69.38698762
188.91579850,147.27197773,68.85207366
188.33847096,146.26947858,68.33588270
187.75417547,145.27151134,67.83821195
187.16281066,144.27816527,67.35883153
186.56428621,143.28952542,66.89748583
185.95852274,142.30567244,66.45389488
185.34545174,141.32668243,66.02775583
184.72505927,140.35260004,65.61879542
184.09733664,139.38346708,65.22673116
183.46214925,138.41940423,64.85109640
182.81946976,137.46046863,64.49151231
182.16928012,136.50671267,64.14758595
181.51157105,135.55818408,63.81891205
180.84634159,134.61492603,63.50507473
180.17363542,133.67695262,63.20572091
179.49348143,132.74428714,62.92046518
178.80583683,131.81700192,62.64875228
178.11072954,130.89512284,62.39013961
177.40819311,129.97867197,62.14418182
176.69826624,129.06766777,61.91043217
175.98103307,128.16209511,61.68856502
175.25651814,127.26198121,61.47808831
174.52474602,126.36735423,61.27848159
173.78577194,125.47821955,61.08930324
173.03965402,124.59457984,60.91011525
172.28647433,123.71641744,60.74057762
171.52629287,122.84373083,60.58027314
170.75914830,121.97653650,60.42867229
169.98510720,121.11482756,60.28535761
169.20423737,120.25859515,60.14991794
168.41662868,119.40780782,60.02209406
167.62233235,118.56246911,59.90139667
166.82141020,117.72257306,59.78737972
166.01393336,116.88810383,59.67965930
165.19997816,116.05903802,59.57791375
164.37962066,115.23534905,59.48186182
163.55291848,114.41703375,59.39099539
162.71994405,113.60407047,59.30495883
161.88077027,112.79643533,59.22341421
161.03547345,111.99409155,59.14619256
160.18411766,111.19702974,59.07277163
159.32677611,110.40522282,59.00282279
158.46352215,109.61864215,58.93602720
157.59442523,108.83724974,58.87224630
156.71955966,108.06102537,58.81098378
155.83900013,107.28993621,58.75193582
154.95282057,106.52394734,58.69482655
154.06108796,105.76302078,58.63948455
153.16388600,105.00712397,58.58547125
152.26129232,104.25621758,58.53250548
151.35338035,103.51026041,58.48036350
150.44022465,102.76921067,58.42880623
149.52191483,102.03302423,58.37747253
148.59853330,101.30165420,58.32610254
147.67015350,100.57505332,58.27451554
146.73686646,99.85317052,58.22240840
145.79876419,99.13595192,58.16950037
144.85593465,98.42334230,58.11555823
143.90845919,97.71528641,58.06039917
142.95644287,97.01172152,58.00371945
141.99998049,96.31258517,57.94529646
141.03916644,95.61781332,57.88492416
140.07410257,94.92733803,57.82237473
139.10489303,94.24108878,57.75742735
138.13164070,93.55899367,57.68988294
137.15445856,92.88097575,57.61951533
136.17345154,92.20695904,57.54614784
135.18872824,91.53686482,57.46960154
134.20040792,90.87060896,57.38967173
133.20861291,90.20810448,57.30615942
132.21344594,89.54927034,57.21894736
131.21502227,88.89401963,57.12788355
130.21349173,88.24225048,57.03271821
129.20895598,87.59387845,56.93337130
128.20152530,86.94881486,56.82974026
127.19132430,86.30696427,56.72168772
126.17852749,85.66820946,56.60894737
125.16320477,85.03247521,56.49156165
124.14547644,84.39966499,56.36943173
123.12548458,83.76967221,56.24240970
122.10339316,83.14237993,56.11030494
121.07926504,82.51771366,55.97319108
120.05321875,81.89557483,55.83099978
119.02539869,81.27585309,55.68360717
117.99597448,80.65842632,55.53084186
116.96498969,80.04322708,55.37282830
115.93255769,79.43015736,55.20952700
114.89879058,78.81911942,55.04090402
113.86391711,78.20996330,54.86668351
112.82793241,77.60264261,54.68709137
111.79094171,76.99706212,54.50211389
