0.00013054,0.00052333,0.00152556
0.06626024,0.06696157,0.07065088
0.22073199,0.21855127,0.22425229
0.45119783,0.44379385,0.45099481
0.75211540,0.73743536,0.74566600
1.12004250,1.09622071,1.10502492
1.55258104,1.51789243,1.52681948
2.04795389,2.00078685,2.00938733
2.60479318,2.54363165,2.55145505
3.22201993,3.14543052,3.15202368
3.89876914,3.80539142,3.81029744
4.63434044,4.52287929,4.52563668
5.42816373,5.29738315,5.29752528
6.27977451,6.12849249,6.12554710
7.18879555,7.01587975,7.00936860
8.15492294,7.95928697,7.94872563
9.17791523,8.95851548,8.94341307
10.25758483,10.01341768,9.99327676
11.34497020,11.09281235,11.06863206
12.41943694,12.15800907,12.12981519
13.48277335,13.21240264,13.18019876
14.53580260,14.25679819,14.22058538
15.57925999,15.29191479,15.25169198
16.61380592,16.31839814,16.27416253
17.64003645,17.33683098,17.28857826
18.65849206,18.34774161,18.29546620
19.66966484,19.35161097,19.29530623
20.67400457,20.34887858,20.28853695
21.67192382,21.33994757,21.27556070
22.66380228,22.32518886,22.25674774
23.64999044,23.30494483,23.23243987
24.63081279,24.27953244,24.20295353
25.60657056,25.24924585,25.16858246
26.57754407,26.21435881,26.12960003
27.54399482,27.17512664,27.08626125
28.50616728,28.13178804,28.03880451
29.46429051,29.08456663,28.98745318
30.41857954,30.03367231,29.93241696
31.36923664,30.97930250,30.87389307
32.31645239,31.92164322,31.81206735
33.26040666,32.86087001,32.74711521
34.20126954,33.79714885,33.67920248
35.13920206,34.73063689,34.60848619
36.07435695,35.66148315,35.53511527
37.00687926,36.58982914,36.45923113
37.93690690,37.51580944,37.38096828
38.86457124,38.43955218,38.30045476
39.78999750,39.36117955,39.21781269
40.71330522,40.28080816,40.13315864
41.63460868,41.19854947,41.04660400
42.55401719,42.11451012,41.95825537
43.47163547,43.02879227,42.86821485
44.38756394,43.94149384,43.77658033
45.30189897,44.85270885,44.68344579
46.21473318,45.76252762,45.58890152
47.12615562,46.67103703,46.49303436
48.03625203,47.57832068,47.39592788
48.94510500,48.48445915,48.29766262
49.85279421,49.38953012,49.19831626
50.75939653,50.29360859,50.09796375
51.66498623,51.19676698,50.99667749
52.56963511,52.09907533,51.89452750
53.47341263,53.00060138,52.79158150
54.37638604,53.90141073,53.68790506
55.27862053,54.80156696,54.58356174
56.18017929,55.70113171,55.47861315
57.08112364,56.60016478,56.37311908
57.98151313,57.49872427,57.26713760
58.88140563,58.39686662,58.16072514
59.78085740,59.29464672,59.05393655
60.67992319,60.19211796,59.94682522
61.57865630,61.08933236,60.83944313
62.47710865,61.98634057,61.73184091
63.37533087,62.88319198,62.62406794
64.27337233,63.77993476,63.51617236
65.17128122,64.67661594,64.40820118
66.06910461,65.57328142,65.30020028
66.96688846,66.46997609,66.19221451
67.86467773,67.36674382,67.08428773
68.76251640,68.26362751,67.97646282
69.66044750,69.16066917,68.86878176
70.55851317,70.05790993,69.76128566
71.45675470,70.95539010,70.65401479
